customer_id,recency,frequency,monetary,cluster,segment
C108266,662,4,331673.77,2,New / Low Engagement
C108267,2,5,555720.445,1,At Risk
C108268,39,8,757891.43,3,Loyal Customers
C108269,235,9,494178.66,3,Loyal Customers
C108270,476,1,197474.52,2,New / Low Engagement
C108271,230,10,1022129.37,3,Loyal Customers
C108272,25,5,574142.426,1,At Risk
C108273,823,4,337628.29,2,New / Low Engagement
C108274,28,13,1469319.93,0,Champions
C108275,363,6,650368.76,2,New / Low Engagement
C108276,157,7,1468221.69,0,Champions
C108277,192,2,159338.8,1,At Risk
C108278,168,9,663031.77,3,Loyal Customers
C108279,47,11,867723.6900000001,3,Loyal Customers
C108280,24,5,444997.25,1,At Risk
C108281,32,11,2029891.1900000002,0,Champions
C108282,348,5,557476.22,2,New / Low Engagement
C108283,40,7,1023177.2100000001,3,Loyal Customers
C108284,352,4,165237.01,2,New / Low Engagement
C108285,26,6,616433.0700000001,1,At Risk
C108286,545,2,306648.14,2,New / Low Engagement
C108287,116,12,1224652.18,0,Champions
C108288,82,7,1018822.11,3,Loyal Customers
C108289,814,5,604620.45,2,New / Low Engagement
C108290,18,9,755188.08,3,Loyal Customers
C108291,117,2,216049.22950000002,1,At Risk
C108292,287,8,711477.1089999999,3,Loyal Customers
C108293,334,8,1378275.21,3,Loyal Customers
C108294,56,8,1080555.7,3,Loyal Customers
C108295,191,4,490812.967,1,At Risk
C108296,130,7,778510.8400000001,3,Loyal Customers
C108297,10,7,592574.67,1,At Risk
C108298,31,13,1263394.6,0,Champions
C108299,8,6,656835.03,1,At Risk
C108300,322,8,366264.78,2,New / Low Engagement
C108301,49,12,1130448.66,0,Champions
C108302,66,8,990252.3999999999,3,Loyal Customers
C108303,69,3,345665.95999999996,1,At Risk
C108304,334,7,817168.41,2,New / Low Engagement
C108305,168,9,428548.49,3,Loyal Customers
C108306,1060,1,1129.82,2,New / Low Engagement
C108307,130,9,877447.2100000001,3,Loyal Customers
C108308,83,10,1408249.42,0,Champions
C108309,88,7,1093231.26,3,Loyal Customers
C108310,66,7,590322.77,1,At Risk
C108311,355,6,492043.39999999997,2,New / Low Engagement
C108312,316,11,1346270.5,0,Champions
C108313,55,10,815468.05,3,Loyal Customers
C108314,50,5,647538.38,1,At Risk
C108315,14,8,912776.636,3,Loyal Customers
C108316,101,4,294369.05,1,At Risk
C108317,33,10,676079.9,3,Loyal Customers
C108318,90,7,1021493.98,3,Loyal Customers
C108319,414,6,575062.33,2,New / Low Engagement
C108320,184,11,982719.45,0,Champions
C108321,90,8,533513.458,3,Loyal Customers
C108322,97,12,883515.44,0,Champions
C108323,235,5,557429.47,1,At Risk
C108324,39,6,1082558.73,3,Loyal Customers
C108325,9,5,325433.43,1,At Risk
C108326,6,9,1029169.64,3,Loyal Customers
C108327,182,9,696140.67,3,Loyal Customers
C108328,54,9,954708.55,3,Loyal Customers
C108329,69,12,986413.48,0,Champions
C108330,27,9,804626.99,3,Loyal Customers
C108331,178,10,1149439.37,0,Champions
C108332,197,6,689973.09,1,At Risk
C108333,356,4,700479.5,2,New / Low Engagement
C108334,29,5,932343.7000000001,3,Loyal Customers
C108335,58,7,631471.47,3,Loyal Customers
C108336,54,14,1435103.108,0,Champions
C108337,15,7,1086535.5,3,Loyal Customers
C108338,35,8,614242.0700000001,3,Loyal Customers
C108339,64,10,835320.7,3,Loyal Customers
C108340,56,11,1277135.44,0,Champions
C108341,556,2,414338.92,2,New / Low Engagement
C108342,9,7,561847.9199999999,1,At Risk
C108343,492,7,868107.5,2,New / Low Engagement
C108344,49,13,1489778.75,0,Champions
C108345,137,11,1061409.1099999999,0,Champions
C108346,25,7,1245673.8399999999,3,Loyal Customers
C108347,124,6,769343.64,1,At Risk
C108348,3,6,602500.39,1,At Risk
C108349,23,7,1398884.18,3,Loyal Customers
C108350,21,8,604808.862,3,Loyal Customers
C108351,13,9,771519.77,3,Loyal Customers
C108352,634,2,200815.33,2,New / Low Engagement
C108353,42,5,305126.44999999995,1,At Risk
C108354,121,5,655990.38,1,At Risk
C108355,976,1,198796.7,2,New / Low Engagement
C108356,42,7,952857.14,3,Loyal Customers
C108357,11,8,937277.53,3,Loyal Customers
C108358,189,7,400273.43999999994,1,At Risk
C108359,201,11,1323851.28,0,Champions
C108360,28,14,1033173.84,0,Champions
C108361,277,7,556688.4475,2,New / Low Engagement
C108362,142,5,654434.15,1,At Risk
C108363,95,6,720203.81,1,At Risk
C108364,342,9,849619.79,3,Loyal Customers
C108365,530,8,388053.33,2,New / Low Engagement
C108366,142,9,1143242.63,3,Loyal Customers
C108367,112,5,181372.595,1,At Risk
C108368,30,8,957396.0519999999,3,Loyal Customers
C108369,349,5,1002843.69,2,New / Low Engagement
C108370,46,11,894642.38,3,Loyal Customers
C108371,239,4,813216.88,1,At Risk
C108372,237,6,389857.88,1,At Risk
C108373,332,4,442168.88,2,New / Low Engagement
C108374,50,12,944329.0,0,Champions
C108375,275,9,850566.37,3,Loyal Customers
C108376,37,10,1325143.27,0,Champions
C108377,158,6,329852.34,1,At Risk
C108378,59,10,1302206.8800000001,0,Champions
C108379,217,5,403609.44,1,At Risk
C108380,120,11,1347568.36,0,Champions
C108381,43,8,1222269.7,3,Loyal Customers
C108382,347,6,390037.39999999997,2,New / Low Engagement
C108383,712,2,170869.90999999997,2,New / Low Engagement
C108384,147,10,922297.8,3,Loyal Customers
C108385,90,7,786570.8,3,Loyal Customers
C108386,36,9,1234183.59,0,Champions
C108387,28,6,783095.51,3,Loyal Customers
C108388,271,7,998093.03,3,Loyal Customers
C108389,62,12,1084137.418,0,Champions
C108390,421,4,527017.44,2,New / Low Engagement
C108391,155,10,865051.3659999999,3,Loyal Customers
C108392,136,8,827272.8,3,Loyal Customers
C108393,280,9,1566713.2800000003,0,Champions
C108394,14,7,864245.55,3,Loyal Customers
C108395,184,6,1142768.26,3,Loyal Customers
C108396,197,7,609791.505,1,At Risk
C108397,42,10,939450.07,3,Loyal Customers
C108398,116,8,695997.72,3,Loyal Customers
C108399,108,7,571387.3200000001,1,At Risk
C108400,143,11,1202463.244,0,Champions
C108401,412,3,198773.12,2,New / Low Engagement
C108402,221,6,566309.85,1,At Risk
C108403,105,9,1553303.49,0,Champions
C108404,38,8,774569.57,3,Loyal Customers
C108405,40,7,701076.11,3,Loyal Customers
C108406,181,11,1506548.1,0,Champions
C108407,19,10,1183183.3475,0,Champions
C108408,60,12,1429239.7,0,Champions
C108409,932,3,350572.65,2,New / Low Engagement
C108410,20,12,1155184.726,0,Champions
C108411,101,12,1363600.46,0,Champions
C108412,245,9,774209.8999999999,3,Loyal Customers
C108413,68,9,1188932.24,3,Loyal Customers
C108414,73,9,1227034.3599999999,0,Champions
C108415,416,4,461390.04,2,New / Low Engagement
C108416,198,14,1134084.3699999999,0,Champions
C108417,35,11,1175284.9300000002,0,Champions
C108418,408,2,284518.35,2,New / Low Engagement
C108419,39,12,805510.72,3,Loyal Customers
C108420,117,6,1507316.98,3,Loyal Customers
C108421,81,8,716271.85,3,Loyal Customers
C108422,74,7,1278234.11,3,Loyal Customers
C108423,14,6,627334.79,1,At Risk
C108424,524,7,758906.85,2,New / Low Engagement
C108425,51,7,540844.74,1,At Risk
C108426,247,7,1082501.48,3,Loyal Customers
C108427,324,7,557126.77,2,New / Low Engagement
C108428,50,6,587107.72,1,At Risk
C108429,91,9,725543.28,3,Loyal Customers
C108430,56,5,275513.58999999997,1,At Risk
C108431,37,12,1023887.51,0,Champions
C108432,319,6,768266.09,2,New / Low Engagement
C108433,86,5,798331.81,1,At Risk
C108434,27,6,724118.06,1,At Risk
C108435,8,9,961895.15,3,Loyal Customers
C108436,272,4,348977.14,1,At Risk
C108437,18,8,918923.58,3,Loyal Customers
C108438,90,8,673521.55,3,Loyal Customers
C108439,182,6,601505.01,1,At Risk
C108440,175,9,689665.51,3,Loyal Customers
C108441,110,4,332532.38,1,At Risk
C108442,23,3,277820.94,1,At Risk
C108443,211,7,1211706.22,3,Loyal Customers
C108444,154,9,850718.36,3,Loyal Customers
C108445,34,7,648601.01,3,Loyal Customers
C108446,79,7,900532.45,3,Loyal Customers
C108447,129,8,792040.46,3,Loyal Customers
C108448,152,10,1197488.9,0,Champions
C108449,72,3,308105.05,1,At Risk
C108450,80,9,1119383.4,3,Loyal Customers
C108451,160,13,1162049.52,0,Champions
C108452,248,7,821134.5,3,Loyal Customers
C108453,14,9,1054755.94,3,Loyal Customers
C108454,60,9,1115314.85,3,Loyal Customers
C108455,17,8,678651.5,3,Loyal Customers
C108456,316,8,313292.13,2,New / Low Engagement
C108457,29,11,956510.62,0,Champions
C108458,223,6,868874.4600000001,3,Loyal Customers
C108459,32,10,1266875.2,0,Champions
C108460,111,6,917000.75,3,Loyal Customers
C108461,50,9,933353.91,3,Loyal Customers
C108462,22,11,824121.53,3,Loyal Customers
C108463,82,8,1047799.6105000001,3,Loyal Customers
C108464,34,8,966351.63,3,Loyal Customers
C108465,182,10,1041664.6599999999,3,Loyal Customers
C108466,9,8,982287.9299999999,3,Loyal Customers
C108467,251,5,651030.84,1,At Risk
C108468,146,10,892981.15,3,Loyal Customers
C108469,107,11,1151660.75,0,Champions
C108470,34,10,1275317.98,0,Champions
C108471,60,8,898573.148,3,Loyal Customers
C108472,157,7,424330.53,1,At Risk
C108473,262,1,66642.64,1,At Risk
C108474,38,8,1144699.68,3,Loyal Customers
C108475,49,14,1232570.7094999999,0,Champions
C108476,35,8,1182701.9100000001,3,Loyal Customers
C108477,25,10,1108501.6400000001,0,Champions
C108478,9,7,675737.42,3,Loyal Customers
C108479,334,5,291446.81,2,New / Low Engagement
C108480,32,12,1346176.662,0,Champions
C108481,57,8,1058460.54,3,Loyal Customers
C108482,77,9,870738.236,3,Loyal Customers
C108483,3,8,884307.76,3,Loyal Customers
C108484,111,12,1083959.22,0,Champions
C108485,101,4,560870.75,1,At Risk
C108486,115,10,1129443.61,0,Champions
C108487,241,6,898705.6,3,Loyal Customers
C108488,93,8,814083.21,3,Loyal Customers
C108489,365,4,295933.19,2,New / Low Engagement
C108490,16,3,539098.06,1,At Risk
C108491,45,13,1276691.4,0,Champions
C108492,135,5,788889.43,1,At Risk
C108493,45,15,1389108.84,0,Champions
C108494,22,12,854369.24,0,Champions
C108495,12,10,912468.9500000001,3,Loyal Customers
C108496,152,6,319182.69,1,At Risk
C108497,60,8,590673.39,3,Loyal Customers
C108498,277,7,825758.2000000001,3,Loyal Customers
C108499,186,6,702354.73,1,At Risk
C108500,12,8,793299.29,3,Loyal Customers
C108501,95,5,360603.13,1,At Risk
C108502,73,6,909167.47,3,Loyal Customers
C108503,1,5,325610.02,1,At Risk
C108504,8,7,995476.06,3,Loyal Customers
C108505,33,6,574863.73,1,At Risk
C108506,21,4,563144.88,1,At Risk
C108507,409,3,319462.9,2,New / Low Engagement
C108508,249,8,1411442.54,0,Champions
C108509,366,9,1265829.78,3,Loyal Customers
C108510,47,8,1110708.24,3,Loyal Customers
C108511,76,13,1422214.33,0,Champions
C108512,64,6,472214.45999999996,1,At Risk
C108513,48,10,1132935.56,0,Champions
C108514,17,5,468401.66,1,At Risk
C108515,172,10,1605355.23,0,Champions
C108516,62,3,247352.95,1,At Risk
C108517,111,6,545524.49,1,At Risk
C108518,227,8,721293.75,3,Loyal Customers
C108519,215,9,1263403.71,0,Champions
C108520,153,7,1292227.28,3,Loyal Customers
C108521,144,11,689942.2,3,Loyal Customers
C108522,4,8,756425.3,3,Loyal Customers
C108523,60,6,543402.14,1,At Risk
C108524,160,4,515955.28,1,At Risk
C108525,425,6,340884.4,2,New / Low Engagement
C108526,109,7,274058.87,1,At Risk
C108527,403,8,1058150.722,2,New / Low Engagement
C108528,8,8,1069327.08,3,Loyal Customers
C108529,113,5,371711.75,1,At Risk
C108530,21,8,685106.58,3,Loyal Customers
C108531,71,9,725407.38,3,Loyal Customers
C108532,18,6,878498.27,3,Loyal Customers
C108533,347,5,447471.62,2,New / Low Engagement
C108534,127,6,812967.17,3,Loyal Customers
C108535,367,7,532026.51,2,New / Low Engagement
C108536,1,7,803625.669,3,Loyal Customers
C108537,189,10,991969.0700000001,3,Loyal Customers
C108538,61,6,462100.78,1,At Risk
C108539,436,8,459409.38,2,New / Low Engagement
C108540,162,10,773733.28,3,Loyal Customers
C108541,162,9,704017.4299999999,3,Loyal Customers
C108542,2,6,172312.81,1,At Risk
C108543,205,10,855855.4400000001,3,Loyal Customers
C108544,54,7,501482.23,1,At Risk
C108545,114,14,1384007.91,0,Champions
C108546,418,3,179187.5,2,New / Low Engagement
C108547,160,6,235491.93,1,At Risk
C108548,131,8,910899.8300000001,3,Loyal Customers
C108549,73,6,268972.08,1,At Risk
C108550,100,9,1043672.53,3,Loyal Customers
C108551,498,4,284343.64,2,New / Low Engagement
C108552,107,10,1009066.786,3,Loyal Customers
C108553,305,7,1147447.7,3,Loyal Customers
C108554,47,7,767031.54,3,Loyal Customers
C108555,24,12,1363433.744,0,Champions
C108556,2,6,1035431.24,3,Loyal Customers
C108557,65,9,762010.0900000001,3,Loyal Customers
C108558,432,4,593040.36,2,New / Low Engagement
C108559,28,8,1038166.7,3,Loyal Customers
C108560,1,6,416952.0,1,At Risk
C108561,16,7,754088.6100000001,3,Loyal Customers
C108562,102,5,333769.86,1,At Risk
C108563,42,7,582968.22,1,At Risk
C108564,635,5,736240.21,2,New / Low Engagement
C108565,45,6,675281.81,1,At Risk
C108566,776,2,437729.6,2,New / Low Engagement
C108567,347,4,167162.566,2,New / Low Engagement
C108568,107,9,1077774.11,3,Loyal Customers
C108569,65,8,504308.72,3,Loyal Customers
C108570,182,5,367371.33999999997,1,At Risk
C108571,215,10,803420.9575,3,Loyal Customers
C108572,127,10,1269834.52,0,Champions
C108573,7,6,432748.58,1,At Risk
C108574,411,9,1014762.13,2,New / Low Engagement
C108575,240,9,895152.89,3,Loyal Customers
C108576,75,4,472785.44,1,At Risk
C108577,69,8,883819.15,3,Loyal Customers
C108578,73,8,998997.26,3,Loyal Customers
C108579,309,7,759664.1599999999,2,New / Low Engagement
C108580,140,3,240595.08000000002,1,At Risk
C108581,94,7,1166121.116,3,Loyal Customers
C108582,26,3,469001.29,1,At Risk
C108583,172,4,431124.51,1,At Risk
C108584,88,11,975569.28,0,Champions
C108585,76,9,978512.64,3,Loyal Customers
C108586,144,8,766782.45,3,Loyal Customers
C108587,228,10,902730.34,3,Loyal Customers
C108588,371,4,521180.84,2,New / Low Engagement
C108589,150,7,892288.75,3,Loyal Customers
C108590,107,9,795971.8300000001,3,Loyal Customers
C108591,101,9,701722.71,3,Loyal Customers
C108592,147,7,802665.85,3,Loyal Customers
C108593,105,7,1215473.02,3,Loyal Customers
C108594,141,10,1473630.99,0,Champions
C108595,39,5,415072.9,1,At Risk
C108596,11,8,1082466.75,3,Loyal Customers
C108597,378,10,645352.8400000001,2,New / Low Engagement
C108598,538,6,481627.75,2,New / Low Engagement
C108599,385,6,747481.9099999999,2,New / Low Engagement
C108600,84,8,588121.82,3,Loyal Customers
C108601,610,2,296599.68,2,New / Low Engagement
C108602,182,6,441135.9,1,At Risk
C108603,84,8,743707.47,3,Loyal Customers
C108604,21,9,1132850.06,3,Loyal Customers
C108605,53,4,466458.23,1,At Risk
C108606,233,4,625910.48,1,At Risk
C108607,229,9,627774.25,3,Loyal Customers
C108608,95,7,722483.72,3,Loyal Customers
C108609,159,10,1201754.65,0,Champions
C108610,71,9,1245685.05,0,Champions
C108611,83,9,686764.51,3,Loyal Customers
C108612,47,12,788063.92,3,Loyal Customers
C108613,218,4,668071.91,1,At Risk
C108614,147,10,1040892.53,3,Loyal Customers
C108615,118,7,749479.83,3,Loyal Customers
C108616,62,6,511100.09,1,At Risk
C108617,234,6,655050.6900000001,1,At Risk
C108618,24,10,1416115.88,0,Champions
C108619,24,4,368932.61,1,At Risk
C108620,88,8,601257.3,3,Loyal Customers
C108621,493,6,641862.75,2,New / Low Engagement
C108622,326,12,1093116.67,0,Champions
C108623,8,15,1640548.1600000001,0,Champions
C108624,202,5,938388.1900000001,3,Loyal Customers
C108625,91,10,1253124.3,0,Champions
C108626,138,9,999582.55,3,Loyal Customers
C108627,182,7,705667.74,3,Loyal Customers
C108628,116,6,990413.86,3,Loyal Customers
C108629,132,6,631967.7300000001,1,At Risk
C108630,64,7,1267091.3900000001,3,Loyal Customers
C108631,31,10,1510823.6300000001,0,Champions
C108632,81,8,755726.1,3,Loyal Customers
C108633,115,9,589860.9199999999,3,Loyal Customers
C108634,96,9,898210.23,3,Loyal Customers
C108635,549,7,1107332.04,2,New / Low Engagement
C108636,8,9,1253738.34,0,Champions
C108637,344,6,604964.96,2,New / Low Engagement
C108638,407,5,84102.3,2,New / Low Engagement
C108639,70,8,950964.89,3,Loyal Customers
C108640,241,3,605548.29,1,At Risk
C108641,354,6,1045213.27,2,New / Low Engagement
C108642,82,8,412831.41,1,At Risk
C108643,14,11,1061473.57,0,Champions
C108644,91,13,1297972.86,0,Champions
C108645,125,6,657316.59,1,At Risk
C108646,113,7,578380.8355,1,At Risk
C108647,213,11,1320137.81,0,Champions
C108648,87,8,1272890.6,3,Loyal Customers
C108649,24,7,1077837.98,3,Loyal Customers
C108650,184,6,591810.09,1,At Risk
C108651,78,10,1159478.53,0,Champions
C108652,51,6,462219.88,1,At Risk
C108653,119,5,378996.64,1,At Risk
C108654,20,10,1256622.97,0,Champions
C108655,122,6,950678.35,3,Loyal Customers
C108656,350,9,1521948.29,0,Champions
C108657,159,5,215317.68,1,At Risk
C108658,48,9,552937.71,3,Loyal Customers
C108659,142,4,224269.28999999998,1,At Risk
C108660,144,6,419411.4395,1,At Risk
C108661,675,3,618806.69,2,New / Low Engagement
C108662,212,7,433946.28,1,At Risk
C108663,99,9,747717.12,3,Loyal Customers
C108664,11,10,810616.33,3,Loyal Customers
C108665,28,7,587777.61,1,At Risk
C108666,112,6,919113.0,3,Loyal Customers
C108667,90,6,674350.06,1,At Risk
C108668,69,8,1092585.73,3,Loyal Customers
C108669,234,8,860245.78,3,Loyal Customers
C108670,287,5,447808.98,2,New / Low Engagement
C108671,293,11,1192776.7,0,Champions
C108672,324,3,199517.63,2,New / Low Engagement
C108673,69,3,622843.04,1,At Risk
C108674,162,13,1297305.27,0,Champions
C108675,70,10,929561.905,3,Loyal Customers
C108676,23,7,488637.81,1,At Risk
C108677,81,6,355798.21,1,At Risk
C108678,4,8,575127.47,3,Loyal Customers
C108679,96,13,1204536.77,0,Champions
C108680,206,4,220609.61,1,At Risk
C108681,15,8,756508.12,3,Loyal Customers
C108682,27,7,673917.49,3,Loyal Customers
C108683,30,7,945368.05,3,Loyal Customers
C108684,57,7,779317.69,3,Loyal Customers
C108685,65,7,1050619.6,3,Loyal Customers
C108686,12,8,1009248.6975,3,Loyal Customers
C108687,164,6,497215.93,1,At Risk
C108688,40,5,250672.29,1,At Risk
C108689,127,12,1149806.65,0,Champions
C108690,44,9,583163.0,3,Loyal Customers
C108691,14,10,918187.77,3,Loyal Customers
C108692,82,7,635467.4,3,Loyal Customers
C108693,3,6,605259.91,1,At Risk
C108694,102,10,688975.41,3,Loyal Customers
C108695,20,9,950248.41,3,Loyal Customers
C108696,275,10,1022394.474,3,Loyal Customers
C108697,22,5,625280.14,1,At Risk
C108698,436,7,818327.3,2,New / Low Engagement
C108699,8,5,430756.31,1,At Risk
C108700,39,6,225773.97,1,At Risk
C108701,98,9,1534489.6099999999,0,Champions
C108702,152,5,886987.28,1,At Risk
C108703,116,13,834814.58,0,Champions
C108704,44,16,1851863.36,0,Champions
C108705,124,6,729091.76,1,At Risk
C108706,154,7,710882.763,3,Loyal Customers
C108707,62,6,657790.1,1,At Risk
C108708,149,12,1172763.709,0,Champions
C108709,15,7,324771.48,1,At Risk
C108710,103,6,698583.89,1,At Risk
C108711,16,7,495774.82,1,At Risk
C108712,98,4,675164.66,1,At Risk
C108713,62,9,948696.0,3,Loyal Customers
C108714,61,11,1461396.8900000001,0,Champions
C108715,36,8,735951.03,3,Loyal Customers
C108716,19,9,1269681.052,0,Champions
C108717,164,4,219518.72499999998,1,At Risk
C108718,97,10,1418228.77,0,Champions
C108719,41,8,859401.59,3,Loyal Customers
C108720,15,10,1077387.17,0,Champions
C108721,3,6,427656.257,1,At Risk
C108722,36,7,601983.3400000001,1,At Risk
C108723,28,9,1002943.7999999999,3,Loyal Customers
C108724,14,10,1068900.83,0,Champions
C108725,137,9,950556.03,3,Loyal Customers
C108726,59,12,1125332.91,0,Champions
C108727,914,1,98684.32,2,New / Low Engagement
C108728,11,9,498486.09,3,Loyal Customers
C108729,184,8,1275704.53,3,Loyal Customers
C108730,65,6,521946.36750000005,1,At Risk
C108731,284,9,1039501.88,3,Loyal Customers
C108732,99,9,737808.79,3,Loyal Customers
C108733,553,7,580693.0700000001,2,New / Low Engagement
C108734,298,7,707635.91,2,New / Low Engagement
C108735,54,9,897515.581,3,Loyal Customers
C108736,47,7,486776.98000000004,1,At Risk
C108737,61,7,516376.09,1,At Risk
C108738,50,7,1068321.6,3,Loyal Customers
C108739,251,5,398628.35,1,At Risk
C108740,121,9,990901.79,3,Loyal Customers
C108741,223,9,830768.34,3,Loyal Customers
C108742,284,7,524768.52,2,New / Low Engagement
C108743,38,8,986709.17,3,Loyal Customers
C108744,381,5,537522.7300000001,2,New / Low Engagement
C108745,95,8,914712.89,3,Loyal Customers
C108746,86,6,234474.0,1,At Risk
C108747,141,8,738944.4545,3,Loyal Customers
C108748,64,3,227213.9,1,At Risk
C108749,140,6,351296.37,1,At Risk
C108750,882,2,397695.46,2,New / Low Engagement
C108751,346,5,498136.37399999995,2,New / Low Engagement
C108752,24,6,1036758.4,3,Loyal Customers
C108753,60,8,802479.29,3,Loyal Customers
C108754,2,8,737358.25,3,Loyal Customers
C108755,70,7,740594.17,3,Loyal Customers
C108756,138,4,543908.85,1,At Risk
C108757,98,13,941934.26,0,Champions
C108758,154,11,1191444.0,0,Champions
C108759,22,11,1134402.65,0,Champions
C108760,363,7,909587.98,2,New / Low Engagement
C108761,33,8,1019484.54,3,Loyal Customers
C108762,65,5,566541.79,1,At Risk
C108763,168,6,446972.632,1,At Risk
C108764,212,7,726077.6799999999,3,Loyal Customers
C108765,203,10,1076734.7,3,Loyal Customers
C108766,110,11,1242239.2,0,Champions
C108767,19,8,757370.4099999999,3,Loyal Customers
C108768,149,5,252851.12,1,At Risk
C108769,6,13,903801.48,0,Champions
C108770,80,6,538918.78,1,At Risk
C108771,56,6,627110.34,1,At Risk
C108772,292,5,692618.24,2,New / Low Engagement
C108773,82,6,553699.73,1,At Risk
C108774,172,9,1211966.35,3,Loyal Customers
C108775,228,6,504981.58999999997,1,At Risk
C108776,410,5,161262.63,2,New / Low Engagement
C108777,96,8,952318.14,3,Loyal Customers
C108778,106,11,1288076.1639999999,0,Champions
C108779,110,7,1160846.13,3,Loyal Customers
C108780,17,10,641550.96,3,Loyal Customers
C108781,57,11,646863.8,3,Loyal Customers
C108782,6,7,730879.946,3,Loyal Customers
C108783,66,6,273214.82,1,At Risk
C108784,104,10,1045763.008,3,Loyal Customers
C108785,15,9,539854.66,3,Loyal Customers
C108786,47,7,1053499.1300000001,3,Loyal Customers
C108787,36,10,1168619.3,0,Champions
C108788,20,8,675948.64,3,Loyal Customers
C108789,30,10,765470.3300000001,3,Loyal Customers
C108790,211,3,228817.9,1,At Risk
C108791,96,6,749582.9,1,At Risk
C108792,47,7,529038.05,1,At Risk
C108793,43,9,682721.76,3,Loyal Customers
C108794,256,8,835721.1799999999,3,Loyal Customers
C108795,22,7,930281.64,3,Loyal Customers
C108796,5,13,1603260.84,0,Champions
C108797,39,11,1045495.28,0,Champions
C108798,27,8,1110851.5899999999,3,Loyal Customers
C108799,274,9,997659.12,3,Loyal Customers
C108800,70,11,1025250.99,0,Champions
C108801,170,7,809455.46,3,Loyal Customers
C108802,35,8,1172900.53,3,Loyal Customers
C108803,160,12,859051.35,0,Champions
C108804,168,6,552074.52,1,At Risk
C108805,174,9,858332.87,3,Loyal Customers
C108806,60,8,629815.096,3,Loyal Customers
C108807,321,9,894086.024,3,Loyal Customers
C108808,58,13,1150477.8,0,Champions
C108809,34,7,588489.4299999999,1,At Risk
C108810,61,5,525887.46,1,At Risk
C108811,181,5,395414.05,1,At Risk
C108812,131,9,727682.76,3,Loyal Customers
C108813,402,8,1180044.54,2,New / Low Engagement
C108814,260,3,383928.82999999996,1,At Risk
C108815,497,2,219894.37,2,New / Low Engagement
C108816,24,9,796883.59,3,Loyal Customers
C108817,56,7,585548.45,1,At Risk
C108818,108,6,632944.94,1,At Risk
C108819,170,10,1705705.99,0,Champions
C108820,267,6,501260.25,1,At Risk
C108821,167,7,705822.09,3,Loyal Customers
C108822,43,3,161549.71000000002,1,At Risk
C108823,284,11,1360307.18,0,Champions
C108824,78,7,395791.52,1,At Risk
C108825,178,7,649942.5900000001,3,Loyal Customers
C108826,216,5,467178.78,1,At Risk
C108827,133,4,506646.68,1,At Risk
C108828,186,7,1442654.05,3,Loyal Customers
C108829,16,9,696393.4099999999,3,Loyal Customers
C108830,165,10,814703.47,3,Loyal Customers
C108831,211,8,701077.47,3,Loyal Customers
C108832,7,9,1379481.14,0,Champions
C108833,65,7,586667.13,1,At Risk
C108834,252,5,663632.14,1,At Risk
C108835,137,7,681541.69,3,Loyal Customers
C108836,376,4,411376.02,2,New / Low Engagement
C108837,106,6,740372.4199999999,1,At Risk
C108838,33,3,260139.02999999997,1,At Risk
C108839,160,2,441103.01,1,At Risk
C108840,41,5,554237.55,1,At Risk
C108841,71,5,591433.46,1,At Risk
C108842,293,5,228546.41,2,New / Low Engagement
C108843,183,5,1045356.7200000001,3,Loyal Customers
C108844,6,5,385294.45,1,At Risk
C108845,72,8,647962.036,3,Loyal Customers
C108846,233,8,1009617.3,3,Loyal Customers
C108847,19,8,1063850.84,3,Loyal Customers
C108848,231,10,1177804.51,0,Champions
C108849,220,8,825569.01,3,Loyal Customers
C108850,260,9,1080664.55,3,Loyal Customers
C108851,4,10,1346302.33,0,Champions
C108852,113,8,903125.045,3,Loyal Customers
C108853,2,10,472826.55,3,Loyal Customers
C108854,326,4,475105.6,2,New / Low Engagement
C108855,53,6,692479.14,1,At Risk
C108856,132,5,402064.06999999995,1,At Risk
C108857,5,11,901657.05,3,Loyal Customers
C108858,123,8,664591.76,3,Loyal Customers
C108859,108,9,1050093.42,3,Loyal Customers
C108860,159,7,920751.9075,3,Loyal Customers
C108861,67,10,1143062.94,0,Champions
C108862,341,6,575567.64,2,New / Low Engagement
C108863,15,7,611023.87,1,At Risk
C108864,84,4,324680.56,1,At Risk
C108865,180,10,1150798.61,0,Champions
C108866,31,8,754531.09,3,Loyal Customers
C108867,11,9,612445.72,3,Loyal Customers
C108868,2,6,613336.57,1,At Risk
C108869,72,8,764933.51,3,Loyal Customers
C108870,12,12,909088.26,0,Champions
C108871,5,10,853625.5,3,Loyal Customers
C108872,19,11,892568.72,3,Loyal Customers
C108873,101,4,178201.68,1,At Risk
C108874,47,6,456591.245,1,At Risk
C108875,128,4,357419.19,1,At Risk
C108876,202,10,911489.79,3,Loyal Customers
C108877,28,10,1389712.73,0,Champions
C108878,120,10,1175942.78,0,Champions
C108879,112,13,1594469.696,0,Champions
C108880,583,5,501276.14,2,New / Low Engagement
C108881,97,9,654171.73,3,Loyal Customers
C108882,153,8,955389.41,3,Loyal Customers
C108883,364,2,137618.34,2,New / Low Engagement
C108884,3,7,826373.6799999999,3,Loyal Customers
C108885,64,8,711930.4299999999,3,Loyal Customers
C108886,336,6,161024.14,2,New / Low Engagement
C108887,190,8,965923.73,3,Loyal Customers
C108888,42,4,433119.08,1,At Risk
C108889,105,9,1114609.78,3,Loyal Customers
C108890,31,11,1122607.2185,0,Champions
